Edad Simple;Provincias;Sexo;Periodo;Total
0 años;25 Lleida;Hombres;1 de julio de 2022;1.671,500000
0 años;25 Lleida;Mujeres;1 de julio de 2022;1.546,000000
0 años;27 Lugo;Hombres;1 de julio de 2022;855,500000
0 años;27 Lugo;Mujeres;1 de julio de 2022;780,000000
0 años;28 Madrid;Hombres;1 de julio de 2022;26.446,500000
0 años;28 Madrid;Mujeres;1 de julio de 2022;24.678,500000
0 años;29 Málaga;Hombres;1 de julio de 2022;6.414,500000
0 años;29 Málaga;Mujeres;1 de julio de 2022;5.818,000000
0 años;30 Murcia;Hombres;1 de julio de 2022;6.843,500000
0 años;30 Murcia;Mujeres;1 de julio de 2022;6.529,000000
0 años;31 Navarra;Hombres;1 de julio de 2022;2.487,000000
0 años;31 Navarra;Mujeres;1 de julio de 2022;2.416,500000
0 años;32 Ourense;Hombres;1 de julio de 2022;705,000000
0 años;32 Ourense;Mujeres;1 de julio de 2022;651,500000
0 años;34 Palencia;Hombres;1 de julio de 2022;453,500000
0 años;34 Palencia;Mujeres;1 de julio de 2022;413,500000
0 años;35 Palmas, Las;Hombres;1 de julio de 2022;3.433,500000
0 años;35 Palmas, Las;Mujeres;1 de julio de 2022;3.160,000000
0 años;36 Pontevedra;Hombres;1 de julio de 2022;2.695,000000
0 años;36 Pontevedra;Mujeres;1 de julio de 2022;2.545,500000
0 años;26 Rioja, La;Hombres;1 de julio de 2022;1.102,000000
0 años;26 Rioja, La;Mujeres;1 de julio de 2022;1.070,500000
0 años;37 Salamanca;Hombres;1 de julio de 2022;871,000000
0 años;37 Salamanca;Mujeres;1 de julio de 2022;826,000000
0 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2022;2.902,500000
0 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2022;2.731,000000
0 años;40 Segovia;Hombres;1 de julio de 2022;493,500000
0 años;40 Segovia;Mujeres;1 de julio de 2022;444,500000
0 años;41 Sevilla;Hombres;1 de julio de 2022;7.608,500000
0 años;41 Sevilla;Mujeres;1 de julio de 2022;7.252,000000
0 años;42 Soria;Hombres;1 de julio de 2022;270,500000
0 años;42 Soria;Mujeres;1 de julio de 2022;256,500000
0 años;43 Tarragona;Hombres;1 de julio de 2022;3.081,500000
0 años;43 Tarragona;Mujeres;1 de julio de 2022;2.910,000000
0 años;44 Teruel;Hombres;1 de julio de 2022;456,000000
0 años;44 Teruel;Mujeres;1 de julio de 2022;508,500000
0 años;45 Toledo;Hombres;1 de julio de 2022;2.639,000000
0 años;45 Toledo;Mujeres;1 de julio de 2022;2.523,000000
0 años;46 Valencia/València;Hombres;1 de julio de 2022;9.361,500000
0 años;46 Valencia/València;Mujeres;1 de julio de 2022;8.554,500000
0 años;47 Valladolid;Hombres;1 de julio de 2022;1.571,500000
0 años;47 Valladolid;Mujeres;1 de julio de 2022;1.479,500000
0 años;49 Zamora;Hombres;1 de julio de 2022;351,500000
0 años;49 Zamora;Mujeres;1 de julio de 2022;333,000000
0 años;50 Zaragoza;Hombres;1 de julio de 2022;3.461,000000
0 años;50 Zaragoza;Mujeres;1 de julio de 2022;3.241,500000
0 años;51 Ceuta;Hombres;1 de julio de 2022;378,000000
0 años;51 Ceuta;Mujeres;1 de julio de 2022;314,500000
0 años;52 Melilla;Hombres;1 de julio de 2022;456,500000
0 años;52 Melilla;Mujeres;1 de julio de 2022;445,500000
1 año;02 Albacete;Hombres;1 de julio de 2022;1.449,000000
1 año;02 Albacete;Mujeres;1 de julio de 2022;1.357,500000
1 año;03 Alicante/Alacant;Hombres;1 de julio de 2022;7.140,500000
1 año;03 Alicante/Alacant;Mujeres;1 de julio de 2022;6.761,000000
1 año;04 Almería;Hombres;1 de julio de 2022;3.617,000000
1 año;04 Almería;Mujeres;1 de julio de 2022;3.391,000000
1 año;01 Araba/Álava;Hombres;1 de julio de 2022;1.254,500000
1 año;01 Araba/Álava;Mujeres;1 de julio de 2022;1.163,500000
1 año;33 Asturias;Hombres;1 de julio de 2022;2.537,000000
1 año;33 Asturias;Mujeres;1 de julio de 2022;2.368,500000
1 año;05 Ávila;Hombres;1 de julio de 2022;463,000000
1 año;05 Ávila;Mujeres;1 de julio de 2022;450,500000
1 año;06 Badajoz;Hombres;1 de julio de 2022;2.555,500000
1 año;06 Badajoz;Mujeres;1 de julio de 2022;2.372,000000
1 año;07 Balears, Illes;Hombres;1 de julio de 2022;4.965,500000
1 año;07 Balears, Illes;Mujeres;1 de julio de 2022;4.700,000000
1 año;08 Barcelona;Hombres;1 de julio de 2022;22.072,000000
1 año;08 Barcelona;Mujeres;1 de julio de 2022;20.972,000000
1 año;48 Bizkaia;Hombres;1 de julio de 2022;3.790,000000
1 año;48 Bizkaia;Mujeres;1 de julio de 2022;3.475,000000
1 año;09 Burgos;Hombres;1 de julio de 2022;1.126,500000
1 año;09 Burgos;Mujeres;1 de julio de 2022;1.048,000000
1 año;10 Cáceres;Hombres;1 de julio de 2022;1.238,500000
1 año;10 Cáceres;Mujeres;1 de julio de 2022;1.218,500000
1 año;11 Cádiz;Hombres;1 de julio de 2022;4.738,500000
1 año;11 Cádiz;Mujeres;1 de julio de 2022;4.452,000000
1 año;39 Cantabria;Hombres;1 de julio de 2022;1.755,000000
1 año;39 Cantabria;Mujeres;1 de julio de 2022;1.651,500000
1 año;12 Castellón/Castelló;Hombres;1 de julio de 2022;2.197,000000
1 año;12 Castellón/Castelló;Mujeres;1 de julio de 2022;2.096,000000
1 año;13 Ciudad Real;Hombres;1 de julio de 2022;1.799,500000
1 año;13 Ciudad Real;Mujeres;1 de julio de 2022;1.702,000000
1 año;14 Córdoba;Hombres;1 de julio de 2022;2.903,000000
1 año;14 Córdoba;Mujeres;1 de julio de 2022;2.842,500000
1 año;15 Coruña, A;Hombres;1 de julio de 2022;3.318,000000
1 año;15 Coruña, A;Mujeres;1 de julio de 2022;3.199,500000
1 año;16 Cuenca;Hombres;1 de julio de 2022;661,500000
1 año;16 Cuenca;Mujeres;1 de julio de 2022;628,000000
1 año;20 Gipuzkoa;Hombres;1 de julio de 2022;2.575,000000
1 año;20 Gipuzkoa;Mujeres;1 de julio de 2022;2.450,500000
1 año;17 Girona;Hombres;1 de julio de 2022;3.296,000000
1 año;17 Girona;Mujeres;1 de julio de 2022;3.125,500000
1 año;18 Granada;Hombres;1 de julio de 2022;3.599,500000
1 año;18 Granada;Mujeres;1 de julio de 2022;3.577,000000
1 año;19 Guadalajara;Hombres;1 de julio de 2022;1.016,000000
1 año;19 Guadalajara;Mujeres;1 de julio de 2022;978,000000
1 año;21 Huelva;Hombres;1 de julio de 2022;2.227,500000
1 año;21 Huelva;Mujeres;1 de julio de 2022;2.040,500000
1 año;22 Huesca;Hombres;1 de julio de 2022;806,000000
1 año;22 Huesca;Mujeres;1 de julio de 2022;780,000000
1 año;23 Jaén;Hombres;1 de julio de 2022;2.327,500000
1 año;23 Jaén;Mujeres;1 de julio de 2022;2.168,500000
1 año;24 León;Hombres;1 de julio de 2022;1.202,000000
1 año;24 León;Mujeres;1 de julio de 2022;1.145,000000
1 año;25 Lleida;Hombres;1 de julio de 2022;1.740,000000
1 año;25 Lleida;Mujeres;1 de julio de 2022;1.671,500000
1 año;27 Lugo;Hombres;1 de julio de 2022;837,500000
1 año;27 Lugo;Mujeres;1 de julio de 2022;828,500000
1 año;28 Madrid;Hombres;1 de julio de 2022;26.938,500000
1 año;28 Madrid;Mujeres;1 de julio de 2022;25.386,500000
1 año;29 Málaga;Hombres;1 de julio de 2022;6.734,500000
1 año;29 Málaga;Mujeres;1 de julio de 2022;6.337,500000
1 año;30 Murcia;Hombres;1 de julio de 2022;7.208,500000
1 año;30 Murcia;Mujeres;1 de julio de 2022;6.739,000000
1 año;31 Navarra;Hombres;1 de julio de 2022;2.691,500000
1 año;31 Navarra;Mujeres;1 de julio de 2022;2.518,500000
1 año;32 Ourense;Hombres;1 de julio de 2022;767,500000
1 año;32 Ourense;Mujeres;1 de julio de 2022;701,000000
1 año;34 Palencia;Hombres;1 de julio de 2022;475,500000
1 año;34 Palencia;Mujeres;1 de julio de 2022;439,500000
1 año;35 Palmas, Las;Hombres;1 de julio de 2022;3.629,500000
1 año;35 Palmas, Las;Mujeres;1 de julio de 2022;3.432,000000
1 año;36 Pontevedra;Hombres;1 de julio de 2022;2.854,500000
1 año;36 Pontevedra;Mujeres;1 de julio de 2022;2.791,000000
1 año;26 Rioja, La;Hombres;1 de julio de 2022;1.160,000000
1 año;26 Rioja, La;Mujeres;1 de julio de 2022;1.150,000000
1 año;37 Salamanca;Hombres;1 de julio de 2022;920,500000
1 año;37 Salamanca;Mujeres;1 de julio de 2022;895,500000
1 año;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2022;3.160,000000
1 año;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2022;2.988,500000
1 año;40 Segovia;Hombres;1 de julio de 2022;499,000000
1 año;40 Segovia;Mujeres;1 de julio de 2022;485,500000
1 año;41 Sevilla;Hombres;1 de julio de 2022;8.146,500000
1 año;41 Sevilla;Mujeres;1 de julio de 2022;7.613,500000
1 año;42 Soria;Hombres;1 de julio de 2022;295,500000
1 año;42 Soria;Mujeres;1 de julio de 2022;282,500000
1 año;43 Tarragona;Hombres;1 de julio de 2022;3.266,500000
1 año;43 Tarragona;Mujeres;1 de julio de 2022;3.136,000000
1 año;44 Teruel;Hombres;1 de julio de 2022;462,000000
1 año;44 Teruel;Mujeres;1 de julio de 2022;475,500000
1 año;45 Toledo;Hombres;1 de julio de 2022;2.839,500000
1 año;45 Toledo;Mujeres;1 de julio de 2022;2.710,000000
1 año;46 Valencia/València;Hombres;1 de julio de 2022;9.779,000000
1 año;46 Valencia/València;Mujeres;1 de julio de 2022;9.008,000000
1 año;47 Valladolid;Hombres;1 de julio de 2022;1.649,500000
1 año;47 Valladolid;Mujeres;1 de julio de 2022;1.590,000000
1 año;49 Zamora;Hombres;1 de julio de 2022;399,000000
1 año;49 Zamora;Mujeres;1 de julio de 2022;351,500000
1 año;50 Zaragoza;Hombres;1 de julio de 2022;3.547,000000
1 año;50 Zaragoza;Mujeres;1 de julio de 2022;3.391,500000
1 año;51 Ceuta;Hombres;1 de julio de 2022;390,000000
1 año;51 Ceuta;Mujeres;1 de julio de 2022;349,000000
1 año;52 Melilla;Hombres;1 de julio de 2022;483,000000
1 año;52 Melilla;Mujeres;1 de julio de 2022;456,500000
2 años;02 Albacete;Hombres;1 de julio de 2022;1.471,000000
2 años;02 Albacete;Mujeres;1 de julio de 2022;1.392,000000
2 años;03 Alicante/Alacant;Hombres;1 de julio de 2022;7.514,500000
2 años;03 Alicante/Alacant;Mujeres;1 de julio de 2022;7.035,000000
2 años;04 Almería;Hombres;1 de julio de 2022;3.747,500000
2 años;04 Almería;Mujeres;1 de julio de 2022;3.518,500000
2 años;01 Araba/Álava;Hombres;1 de julio de 2022;1.302,000000
2 años;01 Araba/Álava;Mujeres;1 de julio de 2022;1.239,500000
2 años;33 Asturias;Hombres;1 de julio de 2022;2.637,500000
2 años;33 Asturias;Mujeres;1 de julio de 2022;2.538,500000
2 años;05 Ávila;Hombres;1 de julio de 2022;493,000000
2 años;05 Ávila;Mujeres;1 de julio de 2022;489,000000
2 años;06 Badajoz;Hombres;1 de julio de 2022;2.623,000000
2 años;06 Badajoz;Mujeres;1 de julio de 2022;2.500,500000
2 años;07 Balears, Illes;Hombres;1 de julio de 2022;5.053,500000
2 años;07 Balears, Illes;Mujeres;1 de julio de 2022;4.784,500000
2 años;08 Barcelona;Hombres;1 de julio de 2022;22.816,000000
2 años;08 Barcelona;Mujeres;1 de julio de 2022;21.811,500000
2 años;48 Bizkaia;Hombres;1 de julio de 2022;3.992,000000
2 años;48 Bizkaia;Mujeres;1 de julio de 2022;3.687,500000
2 años;09 Burgos;Hombres;1 de julio de 2022;1.219,000000
2 años;09 Burgos;Mujeres;1 de julio de 2022;1.149,000000
2 años;10 Cáceres;Hombres;1 de julio de 2022;1.292,500000
2 años;10 Cáceres;Mujeres;1 de julio de 2022;1.225,000000
2 años;11 Cádiz;Hombres;1 de julio de 2022;4.985,000000
2 años;11 Cádiz;Mujeres;1 de julio de 2022;4.800,500000
2 años;39 Cantabria;Hombres;1 de julio de 2022;1.882,000000
2 años;39 Cantabria;Mujeres;1 de julio de 2022;1.752,000000
2 años;12 Castellón/Castelló;Hombres;1 de julio de 2022;2.364,500000
2 años;12 Castellón/Castelló;Mujeres;1 de julio de 2022;2.210,500000
2 años;13 Ciudad Real;Hombres;1 de julio de 2022;1.840,000000
2 años;13 Ciudad Real;Mujeres;1 de julio de 2022;1.721,500000
2 años;14 Córdoba;Hombres;1 de julio de 2022;3.009,500000
2 años;14 Córdoba;Mujeres;1 de julio de 2022;2.873,000000
2 años;15 Coruña, A;Hombres;1 de julio de 2022;3.452,500000
2 años;15 Coruña, A;Mujeres;1 de julio de 2022;3.307,500000
2 años;16 Cuenca;Hombres;1 de julio de 2022;686,500000
2 años;16 Cuenca;Mujeres;1 de julio de 2022;673,000000
2 años;20 Gipuzkoa;Hombres;1 de julio de 2022;2.634,000000
2 años;20 Gipuzkoa;Mujeres;1 de julio de 2022;2.532,500000
2 años;17 Girona;Hombres;1 de julio de 2022;3.442,500000
2 años;17 Girona;Mujeres;1 de julio de 2022;3.277,500000
2 años;18 Granada;Hombres;1 de julio de 2022;3.819,500000
2 años;18 Granada;Mujeres;1 de julio de 2022;3.742,000000
2 años;19 Guadalajara;Hombres;1 de julio de 2022;1.114,000000
2 años;19 Guadalajara;Mujeres;1 de julio de 2022;1.058,500000
2 años;21 Huelva;Hombres;1 de julio de 2022;2.296,500000
2 años;21 Huelva;Mujeres;1 de julio de 2022;2.174,500000
2 años;22 Huesca;Hombres;1 de julio de 2022;818,500000
2 años;22 Huesca;Mujeres;1 de julio de 2022;777,000000
2 años;23 Jaén;Hombres;1 de julio de 2022;2.398,000000
2 años;23 Jaén;Mujeres;1 de julio de 2022;2.237,500000
2 años;24 León;Hombres;1 de julio de 2022;1.240,500000
2 años;24 León;Mujeres;1 de julio de 2022;1.157,500000
2 años;25 Lleida;Hombres;1 de julio de 2022;1.833,500000
2 años;25 Lleida;Mujeres;1 de julio de 2022;1.771,500000
2 años;27 Lugo;Hombres;1 de julio de 2022;895,000000
2 años;27 Lugo;Mujeres;1 de julio de 2022;841,000000
2 años;28 Madrid;Hombres;1 de julio de 2022;27.930,000000
2 años;28 Madrid;Mujeres;1 de julio de 2022;26.462,000000
2 años;29 Málaga;Hombres;1 de julio de 2022;6.945,000000
2 años;29 Málaga;Mujeres;1 de julio de 2022;6.680,500000
2 años;30 Murcia;Hombres;1 de julio de 2022;7.384,500000
2 años;30 Murcia;Mujeres;1 de julio de 2022;6.905,500000
2 años;31 Navarra;Hombres;1 de julio de 2022;2.799,500000
2 años;31 Navarra;Mujeres;1 de julio de 2022;2.607,000000
2 años;32 Ourense;Hombres;1 de julio de 2022;798,000000
2 años;32 Ourense;Mujeres;1 de julio de 2022;721,000000
2 años;34 Palencia;Hombres;1 de julio de 2022;495,500000
2 años;34 Palencia;Mujeres;1 de julio de 2022;464,000000
2 años;35 Palmas, Las;Hombres;1 de julio de 2022;3.836,000000
2 años;35 Palmas, Las;Mujeres;1 de julio de 2022;3.666,000000
2 años;36 Pontevedra;Hombres;1 de julio de 2022;3.044,500000
2 años;36 Pontevedra;Mujeres;1 de julio de 2022;2.911,000000
2 años;26 Rioja, La;Hombres;1 de julio de 2022;1.232,500000
2 años;26 Rioja, La;Mujeres;1 de julio de 2022;1.217,000000
2 años;37 Salamanca;Hombres;1 de julio de 2022;994,000000
2 años;37 Salamanca;Mujeres;1 de julio de 2022;934,500000
2 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2022;3.381,000000
2 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2022;3.232,000000
2 años;40 Segovia;Hombres;1 de julio de 2022;512,500000
2 años;40 Segovia;Mujeres;1 de julio de 2022;515,000000
2 años;41 Sevilla;Hombres;1 de julio de 2022;8.313,000000
2 años;41 Sevilla;Mujeres;1 de julio de 2022;7.794,500000
2 años;42 Soria;Hombres;1 de julio de 2022;319,500000
2 años;42 Soria;Mujeres;1 de julio de 2022;279,000000
2 años;43 Tarragona;Hombres;1 de julio de 2022;3.489,000000
2 años;43 Tarragona;Mujeres;1 de julio de 2022;3.314,000000
2 años;44 Teruel;Hombres;1 de julio de 2022;488,000000
2 años;44 Teruel;Mujeres;1 de julio de 2022;495,500000
2 años;45 Toledo;Hombres;1 de julio de 2022;3.076,500000
2 años;45 Toledo;Mujeres;1 de julio de 2022;2.898,000000
2 años;46 Valencia/València;Hombres;1 de julio de 2022;10.031,500000
2 años;46 Valencia/València;Mujeres;1 de julio de 2022;9.431,000000
2 años;47 Valladolid;Hombres;1 de julio de 2022;1.714,500000
2 años;47 Valladolid;Mujeres;1 de julio de 2022;1.681,000000
2 años;49 Zamora;Hombres;1 de julio de 2022;449,500000
2 años;49 Zamora;Mujeres;1 de julio de 2022;381,000000
2 años;50 Zaragoza;Hombres;1 de julio de 2022;3.644,000000
2 años;50 Zaragoza;Mujeres;1 de julio de 2022;3.456,000000
2 años;51 Ceuta;Hombres;1 de julio de 2022;402,000000
2 años;51 Ceuta;Mujeres;1 de julio de 2022;383,500000
2 años;52 Melilla;Hombres;1 de julio de 2022;539,000000
2 años;52 Melilla;Mujeres;1 de julio de 2022;503,000000
3 años;02 Albacete;Hombres;1 de julio de 2022;1.568,500000
3 años;02 Albacete;Mujeres;1 de julio de 2022;1.449,000000
3 años;03 Alicante/Alacant;Hombres;1 de julio de 2022;7.980,500000
3 años;03 Alicante/Alacant;Mujeres;1 de julio de 2022;7.421,500000
3 años;04 Almería;Hombres;1 de julio de 2022;3.918,500000
3 años;04 Almería;Mujeres;1 de julio de 2022;3.684,000000
3 años;01 Araba/Álava;Hombres;1 de julio de 2022;1.393,000000
3 años;01 Araba/Álava;Mujeres;1 de julio de 2022;1.315,000000
3 años;33 Asturias;Hombres;1 de julio de 2022;2.949,000000
3 años;33 Asturias;Mujeres;1 de julio de 2022;2.785,000000
3 años;05 Ávila;Hombres;1 de julio de 2022;541,000000
3 años;05 Ávila;Mujeres;1 de julio de 2022;505,500000
3 años;06 Badajoz;Hombres;1 de julio de 2022;2.730,000000
3 años;06 Badajoz;Mujeres;1 de julio de 2022;2.562,500000
3 años;07 Balears, Illes;Hombres;1 de julio de 2022;5.359,500000
3 años;07 Balears, Illes;Mujeres;1 de julio de 2022;5.024,500000
3 años;08 Barcelona;Hombres;1 de julio de 2022;24.118,000000
3 años;08 Barcelona;Mujeres;1 de julio de 2022;23.047,000000
3 años;48 Bizkaia;Hombres;1 de julio de 2022;4.145,500000
3 años;48 Bizkaia;Mujeres;1 de julio de 2022;3.922,500000
3 años;09 Burgos;Hombres;1 de julio de 2022;1.300,500000
3 años;09 Burgos;Mujeres;1 de julio de 2022;1.211,000000
3 años;10 Cáceres;Hombres;1 de julio de 2022;1.326,500000
3 años;10 Cáceres;Mujeres;1 de julio de 2022;1.280,000000
3 años;11 Cádiz;Hombres;1 de julio de 2022;5.396,500000
3 años;11 Cádiz;Mujeres;1 de julio de 2022;5.042,000000
3 años;39 Cantabria;Hombres;1 de julio de 2022;1.989,500000
3 años;39 Cantabria;Mujeres;1 de julio de 2022;1.907,000000
3 años;12 Castellón/Castelló;Hombres;1 de julio de 2022;2.533,500000
3 años;12 Castellón/Castelló;Mujeres;1 de julio de 2022;2.339,500000
3 años;13 Ciudad Real;Hombres;1 de julio de 2022;1.938,000000
3 años;13 Ciudad Real;Mujeres;1 de julio de 2022;1.805,000000
3 años;14 Córdoba;Hombres;1 de julio de 2022;3.158,000000
3 años;14 Córdoba;Mujeres;1 de julio de 2022;3.046,000000
3 años;15 Coruña, A;Hombres;1 de julio de 2022;3.723,000000
3 años;15 Coruña, A;Mujeres;1 de julio de 2022;3.476,500000
3 años;16 Cuenca;Hombres;1 de julio de 2022;740,000000
3 años;16 Cuenca;Mujeres;1 de julio de 2022;691,500000
3 años;20 Gipuzkoa;Hombres;1 de julio de 2022;2.786,500000
3 años;20 Gipuzkoa;Mujeres;1 de julio de 2022;2.656,500000
3 años;17 Girona;Hombres;1 de julio de 2022;3.589,000000
3 años;17 Girona;Mujeres;1 de julio de 2022;3.448,000000
3 años;18 Granada;Hombres;1 de julio de 2022;4.042,500000
3 años;18 Granada;Mujeres;1 de julio de 2022;3.830,500000
3 años;19 Guadalajara;Hombres;1 de julio de 2022;1.220,500000
3 años;19 Guadalajara;Mujeres;1 de julio de 2022;1.162,500000
3 años;21 Huelva;Hombres;1 de julio de 2022;2.299,000000
3 años;21 Huelva;Mujeres;1 de julio de 2022;2.224,500000
3 años;22 Huesca;Hombres;1 de julio de 2022;891,000000
3 años;22 Huesca;Mujeres;1 de julio de 2022;810,000000
3 años;23 Jaén;Hombres;1 de julio de 2022;2.490,500000
3 años;23 Jaén;Mujeres;1 de julio de 2022;2.350,000000
3 años;24 León;Hombres;1 de julio de 2022;1.359,500000
3 años;24 León;Mujeres;1 de julio de 2022;1.257,000000
3 años;25 Lleida;Hombres;1 de julio de 2022;1.931,500000
3 años;25 Lleida;Mujeres;1 de julio de 2022;1.801,000000
3 años;27 Lugo;Hombres;1 de julio de 2022;966,000000
3 años;27 Lugo;Mujeres;1 de julio de 2022;938,000000
3 años;28 Madrid;Hombres;1 de julio de 2022;29.342,000000
3 años;28 Madrid;Mujeres;1 de julio de 2022;27.757,500000
3 años;29 Málaga;Hombres;1 de julio de 2022;7.382,000000
3 años;29 Málaga;Mujeres;1 de julio de 2022;6.993,500000
3 años;30 Murcia;Hombres;1 de julio de 2022;7.623,000000
3 años;30 Murcia;Mujeres;1 de julio de 2022;7.266,000000
3 años;31 Navarra;Hombres;1 de julio de 2022;2.913,000000
3 años;31 Navarra;Mujeres;1 de julio de 2022;2.773,500000
3 años;32 Ourense;Hombres;1 de julio de 2022;792,000000
3 años;32 Ourense;Mujeres;1 de julio de 2022;760,000000
3 años;34 Palencia;Hombres;1 de julio de 2022;493,000000
3 años;34 Palencia;Mujeres;1 de julio de 2022;479,500000
3 años;35 Palmas, Las;Hombres;1 de julio de 2022;4.105,500000
3 años;35 Palmas, Las;Mujeres;1 de julio de 2022;3.865,000000
3 años;36 Pontevedra;Hombres;1 de julio de 2022;3.254,500000
3 años;36 Pontevedra;Mujeres;1 de julio de 2022;2.964,000000
3 años;26 Rioja, La;Hombres;1 de julio de 2022;1.258,500000
3 años;26 Rioja, La;Mujeres;1 de julio de 2022;1.242,000000
3 años;37 Salamanca;Hombres;1 de julio de 2022;1.079,000000
3 años;37 Salamanca;Mujeres;1 de julio de 2022;1.010,500000
3 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2022;3.718,000000
3 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2022;3.494,000000
3 años;40 Segovia;Hombres;1 de julio de 2022;547,500000
3 años;40 Segovia;Mujeres;1 de julio de 2022;561,000000
3 años;41 Sevilla;Hombres;1 de julio de 2022;8.744,000000
3 años;41 Sevilla;Mujeres;1 de julio de 2022;8.249,500000
3 años;42 Soria;Hombres;1 de julio de 2022;327,500000
3 años;42 Soria;Mujeres;1 de julio de 2022;302,000000
3 años;43 Tarragona;Hombres;1 de julio de 2022;3.721,000000
3 años;43 Tarragona;Mujeres;1 de julio de 2022;3.460,500000
3 años;44 Teruel;Hombres;1 de julio de 2022;521,500000
3 años;44 Teruel;Mujeres;1 de julio de 2022;499,000000
3 años;45 Toledo;Hombres;1 de julio de 2022;3.285,000000
3 años;45 Toledo;Mujeres;1 de julio de 2022;3.137,000000
3 años;46 Valencia/València;Hombres;1 de julio de 2022;10.438,500000
3 años;46 Valencia/València;Mujeres;1 de julio de 2022;9.892,500000
3 años;47 Valladolid;Hombres;1 de julio de 2022;1.831,500000
3 años;47 Valladolid;Mujeres;1 de julio de 2022;1.745,000000
3 años;49 Zamora;Hombres;1 de julio de 2022;462,500000
